dest room|bill room|date|time|#orders|menu id
S111|S111|2016-05-16|01:18:00|5|6
restaurant|L48|2016-05-26|23:04:00|5|3
restaurant|L48|2016-05-30|13:39:00|4|15
L48|L48|2016-05-28|14:16:00|4|0
L48|L48|2016-05-28|14:40:00|5|9
restaurant|L26|2016-06-12|11:56:00|3|8
restaurant|L26|2016-06-09|17:49:00|1|14
restaurant|L26|2016-06-07|20:31:00|5|3
L54|L54|2016-05-12|15:00:00|4|9
L54|L54|2016-05-15|22:11:00|1|3
restaurant|L54|2016-05-13|09:13:00|1|14
restaurant|S120|2016-05-12|07:59:00|5|1
S120|S120|2016-05-10|05:54:00|1|6
restaurant|S121|2016-05-17|20:55:00|1|8
restaurant|S122|2016-05-17|22:20:00|4|15
S122|S122|2016-05-11|08:59:00|4|7
restaurant|L4|2016-05-09|06:21:00|4|8
restaurant|L33|2016-04-11|13:28:00|2|8
restaurant|L33|2016-04-11|00:12:00|4|8
S94|S94|2016-06-01|13:29:00|3|4
L26|L26|2016-04-06|13:05:00|1|3
restaurant|L26|2016-04-05|00:16:00|2|8
S84|S84|2016-04-17|04:53:00|1|15
restaurant|S93|2016-04-18|04:56:00|3|4
restaurant|L50|2016-04-12|05:56:00|2|15
L29|L29|2016-07-01|03:15:00|4|5
L29|L29|2016-07-03|21:33:00|3|15
restaurant|S106|2016-05-05|08:28:00|4|1
restaurant|S106|2016-04-29|17:55:00|3|1
restaurant|S106|2016-05-04|06:10:00|3|5
S108|S108|2016-05-03|14:22:00|3|8
S108|S108|2016-05-07|02:58:00|1|3
restaurant|S108|2016-05-01|01:27:00|4|12
restaurant|S109|2016-05-06|00:47:00|3|5
restaurant|S109|2016-05-08|18:19:00|5|6
S109|S109|2016-05-02|04:24:00|1|12
restaurant|S84|2016-05-17|12:02:00|1|9
L50|L50|2016-05-31|23:50:00|3|2
restaurant|L50|2016-06-05|14:02:00|3|2
restaurant|L50|2016-06-02|02:42:00|4|8
restaurant|L50|2016-05-31|12:32:00|1|8
restaurant|L41|2016-04-05|21:59:00|1|9
restaurant|L41|2016-04-07|20:18:00|3|2
restaurant|S171|2016-05-04|15:43:00|2|0
restaurant|S126|2016-05-09|15:02:00|3|6
S127|S127|2016-05-12|21:21:00|3|14
S127|S127|2016-05-07|10:56:00|4|13
S74|S74|2016-05-11|14:33:00|1|12
restaurant|S58|2016-06-30|16:26:00|3|4
S58|S58|2016-07-02|21:37:00|2|1
restaurant|S59|2016-06-29|12:19:00|2|0
restaurant|S59|2016-06-28|13:24:00|1|4
restaurant|L36|2016-05-10|21:01:00|2|0
restaurant|L36|2016-05-11|05:44:00|2|1
restaurant|L38|2016-05-10|17:27:00|3|7
restaurant|L38|2016-05-13|23:07:00|5|9
restaurant|L30|2016-06-03|12:44:00|5|9
L30|L30|2016-06-03|07:36:00|3|3
restaurant|L46|2016-05-01|04:38:00|4|12
restaurant|L46|2016-04-25|23:54:00|1|7
restaurant|L46|2016-04-25|17:46:00|4|7
L46|L46|2016-04-29|23:19:00|1|12
restaurant|L46|2016-04-26|19:50:00|4|1
L46|L46|2016-04-27|03:46:00|2|12
restaurant|S63|2016-06-30|12:45:00|4|8
S96|S96|2016-05-31|16:14:00|1|8
restaurant|S96|2016-05-27|17:15:00|4|1
restaurant|S97|2016-05-28|19:40:00|1|12
restaurant|S97|2016-05-27|06:39:00|5|7
restaurant|S98|2016-05-31|19:36:00|1|5
restaurant|S98|2016-05-30|13:03:00|1|0
restaurant|L57|2016-06-14|11:48:00|5|7
restaurant|L57|2016-06-17|14:34:00|5|11
restaurant|L51|2016-06-08|13:06:00|5|7
restaurant|L51|2016-06-08|10:25:00|2|8
restaurant|L51|2016-06-06|23:15:00|5|14
L51|L51|2016-06-05|06:49:00|1|10
restaurant|L51|2016-06-04|21:32:00|1|6
restaurant|S95|2016-05-23|03:22:00|1|12
restaurant|S96|2016-05-26|22:45:00|2|5
S97|S97|2016-05-23|03:28:00|5|10
S98|S98|2016-05-23|16:15:00|2|12
restaurant|L58|2016-06-19|15:01:00|1|4
L58|L58|2016-06-21|15:20:00|4|5
L59|L59|2016-06-18|05:53:00|2|14
L59|L59|2016-06-17|04:52:00|3|4
L59|L59|2016-06-18|08:20:00|3|3
restaurant|L24|2016-04-19|16:24:00|5|5
N150|N150|2016-05-09|00:23:00|2|12
N151|N151|2016-05-09|07:15:00|2|5
restaurant|N153|2016-05-08|00:49:00|3|1
restaurant|N154|2016-05-09|07:14:00|2|1
restaurant|N155|2016-05-05|22:27:00|3|14
N158|N158|2016-05-07|07:46:00|3|2
restaurant|S78|2016-04-04|23:10:00|5|11
restaurant|L15|2016-06-11|16:11:00|3|1
restaurant|L15|2016-06-12|10:53:00|1|9
restaurant|S118|2016-06-20|20:54:00|5|5
restaurant|S118|2016-06-25|07:02:00|1|9
restaurant|S65|2016-07-01|18:35:00|3|4
restaurant|S66|2016-07-02|10:59:00|4|12
L58|L58|2016-05-09|17:27:00|3|9
L58|L58|2016-05-10|01:50:00|5|8
restaurant|L58|2016-05-04|16:47:00|5|3
restaurant|L58|2016-05-06|16:23:00|4|6
L47|L47|2016-04-29|23:49:00|4|8
L47|L47|2016-04-30|11:57:00|2|15
L49|L49|2016-06-06|04:26:00|3|5
S120|S120|2016-06-23|01:10:00|1|11
S121|S121|2016-06-22|06:00:00|4|13
restaurant|L51|2016-05-20|07:50:00|5|15
L51|L51|2016-05-19|01:05:00|5|2
restaurant|L52|2016-05-30|02:59:00|2|5
restaurant|S71|2016-07-01|05:15:00|1|8
restaurant|L26|2016-05-22|22:07:00|4|13
restaurant|L30|2016-05-26|02:58:00|4|8
L30|L30|2016-05-25|00:00:00|1|10
L30|L30|2016-05-22|03:49:00|2|1
S111|S111|2016-04-29|17:50:00|3|9
restaurant|S113|2016-05-01|21:18:00|5|4
restaurant|S113|2016-05-04|21:23:00|2|15
L35|L35|2016-04-05|01:51:00|3|12
restaurant|L36|2016-04-06|11:04:00|3|0
restaurant|L36|2016-04-07|18:02:00|3|3
restaurant|L39|2016-05-11|18:40:00|3|7
restaurant|L39|2016-05-10|04:22:00|5|7
restaurant|S49|2016-04-23|17:48:00|3|11
L61|L61|2016-06-15|08:21:00|1|11
L62|L62|2016-06-15|18:08:00|1|12
L62|L62|2016-06-14|23:52:00|5|10
restaurant|S128|2016-05-04|10:13:00|3|0
restaurant|L48|2016-04-30|18:51:00|2|10
restaurant|L48|2016-04-28|15:22:00|5|14
restaurant|L48|2016-04-25|08:43:00|2|3
restaurant|L48|2016-04-24|11:16:00|4|7
restaurant|L48|2016-04-30|09:58:00|2|15
L48|L48|2016-04-20|11:17:00|5|14
restaurant|N86|2016-05-25|07:45:00|5|14
restaurant|N87|2016-05-30|16:43:00|5|0
D46|D46|2016-05-15|05:54:00|3|3
restaurant|N96|2016-05-19|20:51:00|4|7
restaurant|L63|2016-06-18|13:59:00|1|6
L63|L63|2016-06-20|17:16:00|3|1
restaurant|L63|2016-06-10|20:59:00|5|10
restaurant|L63|2016-06-16|19:34:00|5|3
restaurant|L63|2016-06-19|19:20:00|4|5
restaurant|L24|2016-05-16|10:18:00|4|6
X63|X63|2016-06-25|21:21:00|4|4
restaurant|L54|2016-06-01|20:04:00|1|13
L54|L54|2016-05-30|14:53:00|4|5
restaurant|S80|2016-04-06|19:12:00|1|1
restaurant|S80|2016-04-01|10:49:00|3|8
restaurant|L49|2016-05-02|06:32:00|1|4
L49|L49|2016-04-30|01:00:00|5|0
L50|L50|2016-04-29|23:51:00|3|3
L50|L50|2016-04-30|10:47:00|4|11
restaurant|L52|2016-05-25|09:43:00|1|10
L52|L52|2016-05-24|00:00:00|2|4
restaurant|L52|2016-05-21|07:54:00|5|14
N3|N3|2016-06-29|23:04:00|4|10
restaurant|S72|2016-06-27|05:57:00|3|5
restaurant|S119|2016-04-13|20:44:00|3|6
S119|S119|2016-04-08|00:25:00|3|2
restaurant|S119|2016-04-09|18:03:00|5|15
restaurant|S119|2016-04-15|18:37:00|3|15
restaurant|S120|2016-04-14|04:29:00|1|13
S120|S120|2016-04-12|21:17:00|4|13
S100|S100|2016-06-02|00:19:00|5|0
S100|S100|2016-05-29|09:49:00|3|7
restaurant|S124|2016-04-21|11:40:00|2|8
restaurant|S125|2016-04-19|11:43:00|3|8
L51|L51|2016-05-02|03:16:00|3|14
restaurant|L51|2016-04-30|20:01:00|3|9
restaurant|L64|2016-06-18|08:54:00|4|11
restaurant|L64|2016-06-17|07:58:00|4|10
S180|S180|2016-05-05|21:49:00|4|13
restaurant|L52|2016-06-05|06:58:00|1|10
restaurant|L52|2016-06-04|06:13:00|1|15
S122|S122|2016-06-23|10:36:00|4|7
restaurant|S123|2016-06-23|19:06:00|3|15
S125|S125|2016-06-22|00:47:00|3|6
restaurant|S125|2016-06-25|10:02:00|4|13
N106|N106|2016-07-03|16:55:00|4|10
restaurant|L37|2016-04-03|15:11:00|2|13
restaurant|L37|2016-04-02|07:30:00|5|6
L37|L37|2016-04-04|00:53:00|4|4
L37|L37|2016-04-03|16:52:00|2|11
restaurant|L60|2016-06-15|04:54:00|2|6
restaurant|L39|2016-04-07|02:09:00|4|4
L39|L39|2016-04-04|19:14:00|2|0
restaurant|L39|2016-04-03|08:30:00|1|10
restaurant|L39|2016-04-06|01:15:00|5|14
restaurant|S77|2016-06-28|05:24:00|4|2
restaurant|S81|2016-04-03|03:29:00|4|9
restaurant|S83|2016-04-06|02:35:00|2|10
L52|L52|2016-04-23|03:00:00|1|13
restaurant|L52|2016-04-22|15:41:00|1|10
L52|L52|2016-04-23|10:51:00|2|1
restaurant|L52|2016-05-01|16:03:00|4|3
restaurant|L52|2016-04-25|12:18:00|1|7
restaurant|L55|2016-05-31|08:59:00|3|4
restaurant|L56|2016-05-31|11:34:00|2|7
restaurant|X45|2016-05-13|09:44:00|2|12
restaurant|L17|2016-06-21|06:49:00|2|10
L52|L52|2016-06-20|00:04:00|5|12
L52|L52|2016-06-20|07:39:00|4|0
restaurant|L52|2016-06-25|04:58:00|1|7
L52|L52|2016-06-21|18:01:00|4|5
restaurant|L53|2016-06-21|19:10:00|2|4
restaurant|L53|2016-06-25|12:07:00|4|6
restaurant|L53|2016-06-20|14:11:00|2|7
restaurant|L30|2016-06-29|08:17:00|4|7
L30|L30|2016-06-29|22:20:00|2|10
restaurant|L30|2016-06-29|18:28:00|3|14
restaurant|L19|2016-05-30|09:23:00|2|15
L27|L27|2016-05-30|09:33:00|5|10
restaurant|S121|2016-04-14|20:46:00|2|6
S122|S122|2016-04-13|04:27:00|2|5
restaurant|S123|2016-04-13|00:37:00|5|7
restaurant|L23|2016-04-26|08:32:00|2|2
L23|L23|2016-04-26|21:09:00|1|5
restaurant|L23|2016-04-22|20:30:00|2|10
restaurant|L23|2016-04-24|05:11:00|2|10
restaurant|L52|2016-04-13|13:09:00|3|10
restaurant|L53|2016-04-07|03:00:00|2|14
restaurant|L53|2016-04-12|14:56:00|2|9
restaurant|L53|2016-04-08|10:52:00|1|15
restaurant|S102|2016-05-22|11:30:00|3|7
S102|S102|2016-05-26|12:15:00|5|9
restaurant|S102|2016-05-24|13:37:00|2|5
S103|S103|2016-05-30|01:26:00|5|9
restaurant|S103|2016-05-27|19:07:00|2|3
S103|S103|2016-05-31|07:38:00|3|2
S104|S104|2016-05-27|23:48:00|5|0
restaurant|S104|2016-05-26|02:37:00|1|12
S104|S104|2016-05-30|03:44:00|2|11
restaurant|S123|2016-06-12|15:42:00|2|2
S123|S123|2016-06-15|04:40:00|2|2
restaurant|S135|2016-04-21|15:44:00|3|5
restaurant|L63|2016-04-28|12:14:00|4|6
restaurant|N113|2016-07-08|10:17:00|2|15
L40|L40|2016-05-12|23:21:00|4|7
restaurant|L40|2016-05-09|01:37:00|2|13
L41|L41|2016-05-10|23:36:00|3|13
L41|L41|2016-05-10|15:36:00|3|3
L41|L41|2016-05-13|17:24:00|4|2
restaurant|L53|2016-05-16|14:44:00|2|9
restaurant|L53|2016-05-16|21:48:00|1|1
restaurant|L53|2016-05-17|16:08:00|3|15
L53|L53|2016-05-16|02:05:00|2|9
S140|S140|2016-04-20|08:36:00|1|14
S141|S141|2016-04-22|08:46:00|3|3
restaurant|L54|2016-06-03|21:12:00|5|0
S105|S105|2016-05-27|10:18:00|1|13
restaurant|S105|2016-05-20|21:19:00|4|6
restaurant|S105|2016-05-18|19:07:00|1|9
restaurant|S105|2016-05-16|08:33:00|4|5
S106|S106|2016-05-30|04:11:00|2|2
S106|S106|2016-05-30|00:51:00|3|5
restaurant|S88|2016-05-22|11:28:00|1|0
restaurant|S89|2016-05-20|21:43:00|5|15
S90|S90|2016-05-20|09:07:00|4|11
restaurant|D38|2016-05-01|17:38:00|2|14
restaurant|D39|2016-04-28|12:16:00|5|9
restaurant|S78|2016-06-29|18:38:00|5|11
L28|L28|2016-06-10|06:56:00|4|8
S111|S111|2016-05-25|17:11:00|5|11
restaurant|S126|2016-06-28|00:14:00|4|12
restaurant|S127|2016-06-26|16:17:00|5|5
L31|L31|2016-05-27|16:13:00|1|15
S124|S124|2016-04-07|22:39:00|2|8
S124|S124|2016-04-11|07:57:00|5|3
restaurant|S124|2016-04-17|22:30:00|3|10
restaurant|S108|2016-06-02|12:55:00|1|1
restaurant|L54|2016-06-25|04:54:00|2|9
restaurant|S150|2016-04-20|23:51:00|3|6
restaurant|S151|2016-04-20|19:38:00|5|10
restaurant|X19|2016-06-07|22:46:00|3|6
restaurant|L19|2016-05-08|02:59:00|1|10
S184|S184|2016-05-06|13:01:00|4|10
restaurant|S186|2016-05-04|13:33:00|3|5
restaurant|S187|2016-05-03|00:22:00|5|6
S92|S92|2016-05-20|11:41:00|4|13
S93|S93|2016-05-20|17:06:00|4|8
restaurant|S93|2016-05-22|11:35:00|3|1
restaurant|L24|2016-04-22|12:48:00|1|6
L25|L25|2016-04-22|01:39:00|1|7
restaurant|L25|2016-04-24|02:02:00|5|1
restaurant|L31|2016-06-20|05:18:00|2|9
L31|L31|2016-06-20|01:47:00|5|6
L39|L39|2016-06-18|14:03:00|4|1
restaurant|L39|2016-06-18|20:51:00|2|6
restaurant|L55|2016-04-03|18:34:00|3|14
restaurant|L55|2016-04-05|20:07:00|5|10
L55|L55|2016-04-05|03:28:00|3|3
restaurant|L55|2016-04-14|13:37:00|4|13
L55|L55|2016-04-12|03:55:00|5|5
S86|S86|2016-04-03|06:55:00|2|13
restaurant|S79|2016-06-30|16:13:00|4|4
S43|S43|2016-04-07|20:43:00|5|1
S44|S44|2016-04-10|17:32:00|5|11
restaurant|S46|2016-04-11|09:56:00|1|2
restaurant|S47|2016-04-11|21:03:00|1|15
X64|X64|2016-04-25|16:17:00|5|4
L27|L27|2016-05-09|16:27:00|5|11
L65|L65|2016-06-15|14:39:00|1|14
restaurant|L65|2016-06-12|12:03:00|1|4
L56|L56|2016-05-13|21:21:00|1|7
restaurant|L56|2016-05-16|00:37:00|1|2
L42|L42|2016-05-12|23:33:00|5|4
restaurant|N4|2016-07-04|10:20:00|3|11
restaurant|S81|2016-06-18|18:38:00|3|9
S81|S81|2016-06-21|19:36:00|5|0
restaurant|N167|2016-05-06|13:01:00|4|13
restaurant|N168|2016-05-09|06:01:00|5|14
restaurant|S157|2016-06-10|17:25:00|4|11
restaurant|S81|2016-06-27|16:30:00|1|7
restaurant|S83|2016-07-02|21:52:00|4|11
L30|L30|2016-06-14|16:29:00|3|5
restaurant|L31|2016-06-11|08:56:00|1|14
L31|L31|2016-06-14|07:54:00|3|14
restaurant|L31|2016-06-12|17:10:00|1|0
L60|L60|2016-05-16|05:38:00|5|2
restaurant|S112|2016-05-23|01:01:00|4|11
restaurant|S113|2016-05-30|14:01:00|3|0
restaurant|S113|2016-05-23|05:36:00|5|10
S114|S114|2016-05-26|15:45:00|5|7
restaurant|S114|2016-05-25|11:27:00|4|0
S128|S128|2016-06-28|18:27:00|2|15
restaurant|S130|2016-06-25|05:00:00|5|13
L58|L58|2016-05-28|12:19:00|2|6
restaurant|L58|2016-06-01|13:39:00|1|6
L58|L58|2016-06-01|12:33:00|4|2
L58|L58|2016-05-23|16:40:00|1|0
L58|L58|2016-05-22|10:00:00|5|14
restaurant|L58|2016-05-24|13:51:00|3|1
restaurant|L58|2016-05-25|08:47:00|1|4
restaurant|L58|2016-05-28|16:47:00|4|7
L26|L26|2016-04-20|01:28:00|5|3
restaurant|L27|2016-04-21|13:03:00|4|14
L42|L42|2016-04-04|07:48:00|3|1
restaurant|L42|2016-04-06|10:16:00|1|6
S138|S138|2016-06-08|06:36:00|4|11
restaurant|S140|2016-06-06|07:53:00|3|8
S141|S141|2016-06-07|13:43:00|4|5
L65|L65|2016-06-27|08:09:00|2|8
restaurant|L66|2016-06-14|17:42:00|4|14
restaurant|L66|2016-06-11|16:14:00|1|1
restaurant|L66|2016-06-16|16:50:00|4|2
L66|L66|2016-06-13|12:08:00|1|2
restaurant|L28|2016-04-17|02:45:00|1|11
L28|L28|2016-04-17|00:28:00|3|9
restaurant|L56|2016-04-13|11:03:00|3|10
restaurant|N126|2016-06-12|19:16:00|2|1
restaurant|N127|2016-06-21|23:52:00|5|14
restaurant|N129|2016-06-12|04:55:00|2|11
S126|S126|2016-06-14|09:27:00|5|2
restaurant|S127|2016-06-15|17:10:00|2|9
S128|S128|2016-06-15|01:05:00|4|8
S129|S129|2016-06-15|04:51:00|1|11
restaurant|D44|2016-05-02|20:32:00|4|10
S123|S123|2016-05-15|13:07:00|1|15
restaurant|S130|2016-04-11|11:58:00|5|13
S130|S130|2016-04-13|01:37:00|2|11
S131|S131|2016-04-12|16:43:00|4|9
restaurant|D45|2016-05-05|15:11:00|1|0
S94|S94|2016-05-17|09:19:00|3|13
restaurant|S98|2016-05-17|05:40:00|5|12
S99|S99|2016-05-18|11:18:00|1|0
restaurant|S100|2016-05-19|16:54:00|5|13
restaurant|N110|2016-05-10|03:50:00|1|6
restaurant|N111|2016-05-10|00:58:00|2|15
S100|S100|2016-05-24|02:22:00|1|6
N150|N150|2016-06-20|09:50:00|3|2
restaurant|N152|2016-06-11|19:26:00|3|10
restaurant|N153|2016-06-19|01:42:00|1|0
restaurant|L25|2016-04-18|03:03:00|5|4
L25|L25|2016-04-19|06:31:00|1|13
restaurant|L54|2016-05-23|22:08:00|5|12
restaurant|L54|2016-05-20|01:04:00|3|5
S134|S134|2016-05-10|22:30:00|2|9
S135|S135|2016-05-02|14:44:00|1|0
L41|L41|2016-05-18|16:38:00|3|2
L41|L41|2016-05-17|19:25:00|4|0
restaurant|X72|2016-06-25|02:32:00|5|0
restaurant|D46|2016-06-29|21:59:00|1|14
restaurant|S116|2016-05-28|18:39:00|2|8
S117|S117|2016-05-31|19:51:00|3|3
restaurant|S118|2016-05-26|10:56:00|4|4
S57|S57|2016-04-10|04:12:00|3|0
S188|S188|2016-05-02|15:39:00|5|10
restaurant|S189|2016-05-02|15:48:00|2|2
L65|L65|2016-04-28|10:58:00|3|4
restaurant|L46|2016-05-26|23:27:00|5|4
restaurant|L50|2016-05-28|16:51:00|2|6
L50|L50|2016-05-25|21:04:00|4|14
restaurant|L61|2016-05-09|08:33:00|5|6
L61|L61|2016-05-09|04:45:00|3|0
restaurant|D37|2016-06-19|20:34:00|1|15
L55|L55|2016-05-19|15:19:00|5|14
L55|L55|2016-05-20|15:42:00|3|9
restaurant|L51|2016-05-22|02:02:00|5|12
restaurant|L51|2016-05-26|17:49:00|4|5
restaurant|L41|2016-06-08|19:31:00|2|15
L56|L56|2016-05-18|20:12:00|5|4
L56|L56|2016-05-18|23:41:00|4|2
restaurant|L56|2016-05-22|22:27:00|5|9
restaurant|S121|2016-04-10|06:32:00|5|15
L43|L43|2016-04-03|17:49:00|1|11
L35|L35|2016-05-02|23:40:00|3|4
restaurant|L35|2016-05-01|06:25:00|1|7
restaurant|L35|2016-05-03|08:42:00|1|14
restaurant|L35|2016-05-01|13:41:00|1|15
S137|S137|2016-05-12|20:17:00|2|9
S138|S138|2016-05-12|17:54:00|3|9
S139|S139|2016-05-11|05:41:00|1|0
restaurant|X45|2016-04-06|08:30:00|3|0
L62|L62|2016-05-02|00:12:00|5|0
L62|L62|2016-05-12|14:14:00|2|1
L62|L62|2016-05-11|03:22:00|1|5
restaurant|L62|2016-05-06|11:47:00|1|0
restaurant|L62|2016-05-07|22:31:00|3|4
L62|L62|2016-05-10|10:16:00|2|4
L53|L53|2016-05-26|08:24:00|3|5
L49|L49|2016-06-30|21:19:00|4|12
restaurant|L49|2016-06-29|00:47:00|3|5
restaurant|L28|2016-04-18|21:18:00|2|9
L28|L28|2016-04-22|23:25:00|3|15
restaurant|L28|2016-04-20|01:09:00|2|1
restaurant|L29|2016-04-18|00:34:00|4|13
restaurant|L29|2016-04-19|08:18:00|1|15
restaurant|L29|2016-04-21|11:28:00|1|8
S132|S132|2016-04-10|21:44:00|4|2
restaurant|L5|2016-04-10|20:56:00|3|11
restaurant|L52|2016-05-18|21:02:00|5|7
restaurant|L52|2016-05-18|23:54:00|2|5
L50|L50|2016-06-28|22:34:00|5|3
L50|L50|2016-06-27|08:55:00|2|7
restaurant|L51|2016-06-30|10:36:00|3|0
L51|L51|2016-06-29|16:09:00|5|6
L57|L57|2016-04-07|15:31:00|4|8
restaurant|L57|2016-04-13|07:15:00|5|9
restaurant|L58|2016-04-12|19:54:00|3|10
L58|L58|2016-04-12|21:35:00|3|6
restaurant|L58|2016-04-08|18:00:00|2|8
restaurant|S142|2016-05-08|01:42:00|5|4
restaurant|L31|2016-04-21|02:09:00|3|14
S76|S76|2016-06-17|11:51:00|5|15
restaurant|S86|2016-06-18|10:27:00|5|10
L59|L59|2016-06-09|14:30:00|1|4
L60|L60|2016-06-11|10:10:00|2|13
restaurant|L60|2016-06-08|16:42:00|3|15
S155|S155|2016-04-30|12:55:00|4|2
L25|L25|2016-06-23|23:46:00|1|2
restaurant|L33|2016-06-22|16:33:00|4|2
L33|L33|2016-06-23|15:06:00|1|14
L33|L33|2016-06-23|00:18:00|4|10
restaurant|S116|2016-04-30|15:06:00|2|7
S116|S116|2016-05-02|07:37:00|1|4
S117|S117|2016-05-03|06:38:00|3|2
restaurant|S119|2016-04-28|13:18:00|4|5
restaurant|S119|2016-04-26|23:29:00|3|7
restaurant|S193|2016-05-06|05:02:00|4|6
S194|S194|2016-05-05|20:47:00|2|14
restaurant|S143|2016-06-11|03:16:00|4|10
restaurant|S144|2016-06-12|16:31:00|5|9
restaurant|L59|2016-06-27|22:04:00|4|5
restaurant|L59|2016-06-27|01:49:00|1|10
restaurant|L59|2016-06-26|23:35:00|4|13
L59|L59|2016-06-30|08:34:00|2|6
L59|L59|2016-06-30|09:15:00|1|0
restaurant|S161|2016-06-26|01:51:00|4|0
restaurant|S164|2016-06-26|14:04:00|2|14
S120|S120|2016-06-04|21:01:00|1|14
restaurant|S121|2016-06-01|07:15:00|2|5
restaurant|S121|2016-05-30|08:52:00|5|15
restaurant|S103|2016-05-20|21:05:00|1|9
restaurant|S107|2016-05-22|14:55:00|3|10
restaurant|S108|2016-05-18|19:29:00|2|13
restaurant|L7|2016-06-07|04:49:00|1|12
restaurant|L7|2016-06-06|10:39:00|1|7
restaurant|S131|2016-06-14|13:23:00|4|5
restaurant|S131|2016-06-13|06:37:00|5|1
L59|L59|2016-04-12|04:11:00|5|8
N102|N102|2016-05-01|09:46:00|3|4
restaurant|L55|2016-04-27|00:49:00|4|0
L55|L55|2016-04-30|11:33:00|2|1
restaurant|N169|2016-06-18|12:44:00|2|7
N170|N170|2016-06-16|19:21:00|2|10
restaurant|N173|2016-06-18|15:35:00|2|6
N174|N174|2016-06-19|00:09:00|2|12
restaurant|N176|2016-06-13|12:28:00|2|15
restaurant|L56|2016-04-27|12:55:00|1|4
L56|L56|2016-04-27|21:17:00|1|11
restaurant|L56|2016-04-28|15:45:00|1|0
L56|L56|2016-04-30|22:56:00|4|12
L64|L64|2016-05-07|20:44:00|2|2
restaurant|S95|2016-04-01|13:44:00|1|0
S96|S96|2016-04-01|08:51:00|4|1
L64|L64|2016-06-15|15:46:00|5|15
S105|S105|2016-04-14|12:34:00|4|12
restaurant|S106|2016-04-16|06:36:00|3|1
S107|S107|2016-04-16|08:42:00|4|11
S108|S108|2016-04-17|01:18:00|3|15
S109|S109|2016-04-17|13:37:00|2|5
restaurant|S84|2016-07-01|00:22:00|1|5
restaurant|L45|2016-04-04|17:20:00|4|2
L45|L45|2016-04-04|17:52:00|4|14
restaurant|S158|2016-06-01|17:32:00|5|10
S159|S159|2016-06-05|16:09:00|2|7
S127|S127|2016-06-02|07:00:00|2|15
restaurant|S129|2016-06-02|15:45:00|2|13
S130|S130|2016-06-02|23:37:00|2|9
L53|L53|2016-06-01|06:49:00|1|7
restaurant|L53|2016-06-12|07:53:00|3|0
L53|L53|2016-06-11|07:43:00|1|14
restaurant|L53|2016-06-01|23:17:00|3|10
L65|L65|2016-05-10|03:34:00|5|13
restaurant|S125|2016-05-09|17:43:00|3|11
S125|S125|2016-05-11|13:11:00|3|2
S125|S125|2016-05-17|16:49:00|2|7
restaurant|S89|2016-07-04|15:07:00|4|14
S89|S89|2016-06-29|02:45:00|3|12
S90|S90|2016-07-01|08:01:00|5|11
restaurant|S90|2016-07-03|14:03:00|1|9
restaurant|S91|2016-07-01|03:20:00|1|14
restaurant|S91|2016-07-02|10:47:00|5|13
restaurant|L61|2016-06-01|21:56:00|3|12
restaurant|L61|2016-06-03|02:12:00|1|14
L45|L45|2016-04-08|09:14:00|2|10
restaurant|L45|2016-04-09|20:01:00|2|3
L61|L61|2016-05-16|15:44:00|4|12
restaurant|L61|2016-05-12|10:10:00|3|15
restaurant|L62|2016-05-15|19:12:00|4|2
L62|L62|2016-05-14|06:52:00|5|3
restaurant|L62|2016-05-15|06:43:00|4|5
restaurant|L62|2016-05-16|22:31:00|3|5
L62|L62|2016-05-11|03:15:00|5|5
restaurant|L62|2016-06-01|17:16:00|4|6
restaurant|L68|2016-06-27|05:26:00|5|7
restaurant|L71|2016-06-28|02:12:00|4|13
L42|L42|2016-04-09|10:22:00|4|1
S156|S156|2016-06-24|15:00:00|4|2
restaurant|S158|2016-06-24|17:45:00|2|2
restaurant|S159|2016-06-19|07:21:00|1|5
restaurant|S160|2016-06-23|18:12:00|4|3
restaurant|S160|2016-06-23|16:51:00|2|8
restaurant|L46|2016-04-07|14:38:00|2|2
L66|L66|2016-05-26|03:31:00|2|14
L66|L66|2016-05-21|13:02:00|1|15
restaurant|L60|2016-06-21|15:26:00|3|5
L60|L60|2016-06-27|03:52:00|1|4
restaurant|L60|2016-06-25|12:41:00|1|13
restaurant|L60|2016-06-22|02:19:00|5|9
restaurant|L60|2016-06-22|15:55:00|1|15
restaurant|L61|2016-06-22|03:53:00|3|8
L61|L61|2016-06-27|23:16:00|3|15
restaurant|L61|2016-06-25|08:10:00|3|0
L61|L61|2016-06-25|09:49:00|2|13
restaurant|L61|2016-06-23|00:54:00|3|7
L61|L61|2016-06-28|07:02:00|5|6
restaurant|L66|2016-05-11|17:58:00|1|9
L62|L62|2016-06-24|21:01:00|1|8
restaurant|L62|2016-06-26|14:12:00|5|12
restaurant|L62|2016-06-26|15:15:00|4|13
restaurant|N125|2016-05-27|20:54:00|4|15
restaurant|L53|2016-04-18|14:39:00|5|10
L53|L53|2016-04-16|14:49:00|4|14
restaurant|L54|2016-04-20|22:44:00|5|7
L32|L32|2016-07-01|19:08:00|3|14
L32|L32|2016-06-29|03:57:00|3|0
L32|L32|2016-06-28|12:22:00|2|12
restaurant|L63|2016-06-30|23:22:00|2|9
S161|S161|2016-06-24|19:02:00|1|7
S162|S162|2016-06-24|06:00:00|4|14
L33|L33|2016-06-04|03:54:00|3|1
restaurant|L33|2016-06-04|10:31:00|3|9
S141|S141|2016-04-12|07:51:00|4|14
